ts,PV_1,PV_2
2019-02-02 18:30:00,0.000,0.000
2019-02-02 18:45:00,0.000,0.000
2019-02-02 19:00:00,0.000,0.000
2019-02-02 19:15:00,0.000,0.000
2019-02-02 19:30:00,0.000,0.000
2019-02-02 19:45:00,0.000,0.000
2019-02-02 20:00:00,0.000,0.000
2019-02-02 20:15:00,0.000,0.000
2019-02-02 20:30:00,0.000,0.000
2019-02-02 20:45:00,0.000,0.000
2019-02-02 21:00:00,0.000,0.000
2019-02-02 21:15:00,0.000,0.000
2019-02-02 21:30:00,0.000,0.000
2019-02-02 21:45:00,0.000,0.000
2019-02-02 22:00:00,0.000,0.000
2019-02-02 22:15:00,0.000,0.000
2019-02-02 22:30:00,0.000,0.000
2019-02-02 22:45:00,0.000,0.000
2019-02-02 23:00:00,0.000,0.000
2019-02-02 23:15:00,0.000,0.000
2019-02-02 23:30:00,0.000,0.000
2019-02-02 23:45:00,0.000,0.000
2019-02-03 00:00:00,0.000,0.000
2019-02-03 00:15:00,0.000,0.000
2019-02-03 00:30:00,0.000,0.000
2019-02-03 00:45:00,0.000,0.000
2019-02-03 01:00:00,0.000,0.000
2019-02-03 01:15:00,0.000,0.000
2019-02-03 01:30:00,0.000,0.000
2019-02-03 01:45:00,0.000,0.000
2019-02-03 02:00:00,0.000,0.000
2019-02-03 02:15:00,0.000,0.000
2019-02-03 02:30:00,0.000,0.000
2019-02-03 02:45:00,0.000,0.000
2019-02-03 03:00:00,0.000,0.000
2019-02-03 03:15:00,0.000,0.000
2019-02-03 03:30:00,0.000,0.000
2019-02-03 03:45:00,0.000,0.000
2019-02-03 04:00:00,0.000,0.000
2019-02-03 04:15:00,0.000,0.000
2019-02-03 04:30:00,0.000,0.000
2019-02-03 04:45:00,0.000,0.000
2019-02-03 05:00:00,0.000,0.000
2019-02-03 05:15:00,0.000,0.000
2019-02-03 05:30:00,0.000,0.000
2019-02-03 05:45:00,0.000,0.000
2019-02-03 06:00:00,0.000,0.000
2019-02-03 06:15:00,0.000,0.000
2019-02-03 06:30:00,0.000,0.000
2019-02-03 06:45:00,0.000,0.000
2019-02-03 07:00:00,0.000,0.000
2019-02-03 07:15:00,0.000,0.000
2019-02-03 07:30:00,0.000,0.000
2019-02-03 07:45:00,0.000,0.000
2019-02-03 08:00:00,0.000,0.000
2019-02-03 08:15:00,0.000,0.000
2019-02-03 08:30:00,0.000,0.000
2019-02-03 08:45:00,0.003,0.002
2019-02-03 09:00:00,0.013,0.008
2019-02-03 09:15:00,0.013,0.008
2019-02-03 09:30:00,0.040,0.025
2019-02-03 09:45:00,0.120,0.075
2019-02-03 10:00:00,0.140,0.088
2019-02-03 10:15:00,0.160,0.100
2019-02-03 10:30:00,0.180,0.113
2019-02-03 10:45:00,0.190,0.119
2019-02-03 11:00:00,0.200,0.125
2019-02-03 11:15:00,0.210,0.131
2019-02-03 11:30:00,0.227,0.142
2019-02-03 11:45:00,0.227,0.142
2019-02-03 12:00:00,0.233,0.146
2019-02-03 12:15:00,0.233,0.146
2019-02-03 12:30:00,0.233,0.146
2019-02-03 12:45:00,0.237,0.148
2019-02-03 13:00:00,0.180,0.113
2019-02-03 13:15:00,0.053,0.033
2019-02-03 13:30:00,0.020,0.013
2019-02-03 13:45:00,0.013,0.008
2019-02-03 14:00:00,0.013,0.008
2019-02-03 14:15:00,0.007,0.004
2019-02-03 14:30:00,0.007,0.004
2019-02-03 14:45:00,0.007,0.004
2019-02-03 15:00:00,0.007,0.004
2019-02-03 15:15:00,0.007,0.004
2019-02-03 15:30:00,0.007,0.004
2019-02-03 15:45:00,0.007,0.004
2019-02-03 16:00:00,0.007,0.004
2019-02-03 16:15:00,0.007,0.004
2019-02-03 16:30:00,0.007,0.004
2019-02-03 16:45:00,0.007,0.004
2019-02-03 17:00:00,0.000,0.000
2019-02-03 17:15:00,0.000,0.000
2019-02-03 17:30:00,0.000,0.000
2019-02-03 17:45:00,0.000,0.000
2019-02-03 18:00:00,0.000,0.000
2019-02-03 18:15:00,0.000,0.000
2019-02-03 18:30:00,0.000,0.000
2019-02-03 18:45:00,0.000,0.000
2019-02-03 19:00:00,0.000,0.000
2019-02-03 19:15:00,0.000,0.000
2019-02-03 19:30:00,0.000,0.000
2019-02-03 19:45:00,0.000,0.000
2019-02-03 20:00:00,0.000,0.000
2019-02-03 20:15:00,0.000,0.000
2019-02-03 20:30:00,0.000,0.000
2019-02-03 20:45:00,0.000,0.000
2019-02-03 21:00:00,0.000,0.000
2019-02-03 21:15:00,0.000,0.000
2019-02-03 21:30:00,0.000,0.000
2019-02-03 21:45:00,0.000,0.000
2019-02-03 22:00:00,0.000,0.000
2019-02-03 22:15:00,0.000,0.000
2019-02-03 22:30:00,0.000,0.000
2019-02-03 22:45:00,0.000,0.000
2019-02-03 23:00:00,0.000,0.000
2019-02-03 23:15:00,0.000,0.000
2019-02-03 23:30:00,0.000,0.000
2019-02-03 23:45:00,0.000,0.000
2019-02-04 00:00:00,0.000,0.000
2019-02-04 00:15:00,0.000,0.000
2019-02-04 00:30:00,0.000,0.000
2019-02-04 00:45:00,0.000,0.000
2019-02-04 01:00:00,0.000,0.000
2019-02-04 01:15:00,0.000,0.000
2019-02-04 01:30:00,0.000,0.000
2019-02-04 01:45:00,0.000,0.000
2019-02-04 02:00:00,0.000,0.000
2019-02-04 02:15:00,0.000,0.000
2019-02-04 02:30:00,0.000,0.000
2019-02-04 02:45:00,0.000,0.000
2019-02-04 03:00:00,0.000,0.000
2019-02-04 03:15:00,0.000,0.000
2019-02-04 03:30:00,0.000,0.000
2019-02-04 03:45:00,0.000,0.000
2019-02-04 04:00:00,0.000,0.000
2019-02-04 04:15:00,0.000,0.000
2019-02-04 04:30:00,0.000,0.000
2019-02-04 04:45:00,0.000,0.000
2019-02-04 05:00:00,0.000,0.000
2019-02-04 05:15:00,0.000,0.000
2019-02-04 05:30:00,0.000,0.000
2019-02-04 05:45:00,0.000,0.000
2019-02-04 06:00:00,0.000,0.000
2019-02-04 06:15:00,0.000,0.000
2019-02-04 06:30:00,0.000,0.000
2019-02-04 06:45:00,0.000,0.000
2019-02-04 07:00:00,0.000,0.000
2019-02-04 07:15:00,0.000,0.000
2019-02-04 07:30:00,0.000,0.000
2019-02-04 07:45:00,0.000,0.000
2019-02-04 08:00:00,0.000,0.000
2019-02-04 08:15:00,0.000,0.000
2019-02-04 08:30:00,0.000,0.000
2019-02-04 08:45:00,0.000,0.000
2019-02-04 09:00:00,0.007,0.004
2019-02-04 09:15:00,0.040,0.024
2019-02-04 09:30:00,0.140,0.084
2019-02-04 09:45:00,0.160,0.096
2019-02-04 10:00:00,0.173,0.103
2019-02-04 10:15:00,0.193,0.115
2019-02-04 10:30:00,0.203,0.121
2019-02-04 10:45:00,0.213,0.127
2019-02-04 11:00:00,0.223,0.133
2019-02-04 11:15:00,0.233,0.139
2019-02-04 11:30:00,0.240,0.144
2019-02-04 11:45:00,0.240,0.144
2019-02-04 12:00:00,0.243,0.145
2019-02-04 12:15:00,0.247,0.148
2019-02-04 12:30:00,0.243,0.145
2019-02-04 12:45:00,0.227,0.136
2019-02-04 13:00:00,0.073,0.043
2019-02-04 13:15:00,0.013,0.007
2019-02-04 13:30:00,0.013,0.007
2019-02-04 13:45:00,0.013,0.007
2019-02-04 14:00:00,0.013,0.007
2019-02-04 14:15:00,0.013,0.007
2019-02-04 14:30:00,0.013,0.007
2019-02-04 14:45:00,0.013,0.007
2019-02-04 15:00:00,0.013,0.007
2019-02-04 15:15:00,0.013,0.007
2019-02-04 15:30:00,0.007,0.004
2019-02-04 15:45:00,0.007,0.004
2019-02-04 16:00:00,0.000,0.000
2019-02-04 16:15:00,0.000,0.000
2019-02-04 16:30:00,0.000,0.000
2019-02-04 16:45:00,0.000,0.000
2019-02-04 17:00:00,0.000,0.000
2019-02-04 17:15:00,0.000,0.000
2019-02-04 17:30:00,0.000,0.000
2019-02-04 17:45:00,0.000,0.000
2019-02-04 18:00:00,0.000,0.000
2019-02-04 18:15:00,0.000,0.000
2019-02-04 18:30:00,0.000,0.000
2019-02-04 18:45:00,0.000,0.000
2019-02-04 19:00:00,0.000,0.000
2019-02-04 19:15:00,0.000,0.000
2019-02-04 19:30:00,0.000,0.000
2019-02-04 19:45:00,0.000,0.000
2019-02-04 20:00:00,0.000,0.000
2019-02-04 20:15:00,0.000,0.000
2019-02-04 20:30:00,0.000,0.000
2019-02-04 20:45:00,0.000,0.000
2019-02-04 21:00:00,0.000,0.000
2019-02-04 21:15:00,0.000,0.000
2019-02-04 21:30:00,0.000,0.000
2019-02-04 21:45:00,0.000,0.000
2019-02-04 22:00:00,0.000,0.000
2019-02-04 22:15:00,0.000,0.000
2019-02-04 22:30:00,0.000,0.000
2019-02-04 22:45:00,0.000,0.000
2019-02-04 23:00:00,0.000,0.000
2019-02-04 23:15:00,0.000,0.000
2019-02-04 23:30:00,0.000,0.000
2019-02-04 23:45:00,0.000,0.000
2019-02-05 00:00:00,0.000,0.000
2019-02-05 00:15:00,0.000,0.000
2019-02-05 00:30:00,0.000,0.000
2019-02-05 00:45:00,0.000,0.000
2019-02-05 01:00:00,0.000,0.000
2019-02-05 01:15:00,0.000,0.000
2019-02-05 01:30:00,0.000,0.000
2019-02-05 01:45:00,0.000,0.000
2019-02-05 02:00:00,0.000,0.000
2019-02-05 02:15:00,0.000,0.000
2019-02-05 02:30:00,0.000,0.000
2019-02-05 02:45:00,0.000,0.000
2019-02-05 03:00:00,0.000,0.000
2019-02-05 03:15:00,0.000,0.000
2019-02-05 03:30:00,0.000,0.000
2019-02-05 03:45:00,0.000,0.000
2019-02-05 04:00:00,0.000,0.000
2019-02-05 04:15:00,0.000,0.000
2019-02-05 04:30:00,0.000,0.000
2019-02-05 04:45:00,0.000,0.000
2019-02-05 05:00:00,0.000,0.000
2019-02-05 05:15:00,0.000,0.000
2019-02-05 05:30:00,0.000,0.000
2019-02-05 05:45:00,0.000,0.000
2019-02-05 06:00:00,0.000,0.000
2019-02-05 06:15:00,0.000,0.000
2019-02-05 06:30:00,0.000,0.000
2019-02-05 06:45:00,0.000,0.000
2019-02-05 07:00:00,0.000,0.000
2019-02-05 07:15:00,0.000,0.000
2019-02-05 07:30:00,0.000,0.000
2019-02-05 07:45:00,0.000,0.000
2019-02-05 08:00:00,0.000,0.000
2019-02-05 08:15:00,0.000,0.000
2019-02-05 08:30:00,0.010,0.006
2019-02-05 08:45:00,0.013,0.008
2019-02-05 09:00:00,0.013,0.008
2019-02-05 09:15:00,0.033,0.021
2019-02-05 09:30:00,0.110,0.069
2019-02-05 09:45:00,0.153,0.096
2019-02-05 10:00:00,0.173,0.108
2019-02-05 10:15:00,0.193,0.121
2019-02-05 10:30:00,0.203,0.127
2019-02-05 10:45:00,0.213,0.133
2019-02-05 11:00:00,0.223,0.140
2019-02-05 11:15:00,0.227,0.142
2019-02-05 11:30:00,0.230,0.144
2019-02-05 11:45:00,0.240,0.150
2019-02-05 12:00:00,0.240,0.150
2019-02-05 12:15:00,0.240,0.150
2019-02-05 12:30:00,0.240,0.150
2019-02-05 12:45:00,0.240,0.150
2019-02-05 13:00:00,0.107,0.067
2019-02-05 13:15:00,0.013,0.008
2019-02-05 13:30:00,0.007,0.004
2019-02-05 13:45:00,0.007,0.004
2019-02-05 14:00:00,0.007,0.004
2019-02-05 14:15:00,0.007,0.004
2019-02-05 14:30:00,0.007,0.004
2019-02-05 14:45:00,0.007,0.004
2019-02-05 15:00:00,0.007,0.004
2019-02-05 15:15:00,0.007,0.004
2019-02-05 15:30:00,0.017,0.010
2019-02-05 15:45:00,0.013,0.008
2019-02-05 16:00:00,0.003,0.002
2019-02-05 16:15:00,0.000,0.000
2019-02-05 16:30:00,0.000,0.000
2019-02-05 16:45:00,0.000,0.000
2019-02-05 17:00:00,0.000,0.000
2019-02-05 17:15:00,0.000,0.000
2019-02-05 17:30:00,0.000,0.000
2019-02-05 17:45:00,0.000,0.000
2019-02-05 18:00:00,0.000,0.000
2019-02-05 18:15:00,0.000,0.000
2019-02-05 18:30:00,0.000,0.000
2019-02-05 18:45:00,0.000,0.000
2019-02-05 19:00:00,0.000,0.000
2019-02-05 19:15:00,0.000,0.000
2019-02-05 19:30:00,0.000,0.000
2019-02-05 19:45:00,0.000,0.000
2019-02-05 20:00:00,0.000,0.000
2019-02-05 20:15:00,0.000,0.000
2019-02-05 20:30:00,0.000,0.000
2019-02-05 20:45:00,0.000,0.000
2019-02-05 21:00:00,0.000,0.000
2019-02-05 21:15:00,0.000,0.000
2019-02-05 21:30:00,0.000,0.000
2019-02-05 21:45:00,0.000,0.000
2019-02-05 22:00:00,0.000,0.000
2019-02-05 22:15:00,0.000,0.000
2019-02-05 22:30:00,0.000,0.000
2019-02-05 22:45:00,0.000,0.000
2019-02-05 23:00:00,0.000,0.000
2019-02-05 23:15:00,0.000,0.000
2019-02-05 23:30:00,0.000,0.000
2019-02-05 23:45:00,0.000,0.000
2019-02-06 00:00:00,0.000,0.000
2019-02-06 00:15:00,0.000,0.000
2019-02-06 00:30:00,0.000,0.000
2019-02-06 00:45:00,0.000,0.000
2019-02-06 01:00:00,0.000,0.000
2019-02-06 01:15:00,0.000,0.000
2019-02-06 01:30:00,0.000,0.000
2019-02-06 01:45:00,0.000,0.000
2019-02-06 02:00:00,0.000,0.000
2019-02-06 02:15:00,0.000,0.000
2019-02-06 02:30:00,0.000,0.000
2019-02-06 02:45:00,0.000,0.000
2019-02-06 03:00:00,0.000,0.000
2019-02-06 03:15:00,0.000,0.000
2019-02-06 03:30:00,0.000,0.000
2019-02-06 03:45:00,0.000,0.000
2019-02-06 04:00:00,0.000,0.000
2019-02-06 04:15:00,0.000,0.000
2019-02-06 04:30:00,0.000,0.000
2019-02-06 04:45:00,0.000,0.000
2019-02-06 05:00:00,0.000,0.000
2019-02-06 05:15:00,0.000,0.000
2019-02-06 05:30:00,0.000,0.000
2019-02-06 05:45:00,0.000,0.000
2019-02-06 06:00:00,0.000,0.000
2019-02-06 06:15:00,0.000,0.000
2019-02-06 06:30:00,0.000,0.000
2019-02-06 06:45:00,0.000,0.000
2019-02-06 07:00:00,0.000,0.000
2019-02-06 07:15:00,0.000,0.000
2019-02-06 07:30:00,0.000,0.000
2019-02-06 07:45:00,0.000,0.000
2019-02-06 08:00:00,0.000,0.000
2019-02-06 08:15:00,0.000,0.000
2019-02-06 08:30:00,0.000,0.000
2019-02-06 08:45:00,0.007,0.004
2019-02-06 09:00:00,0.027,0.017
2019-02-06 09:15:00,0.087,0.054
2019-02-06 09:30:00,0.147,0.092
2019-02-06 09:45:00,0.160,0.100
2019-02-06 10:00:00,0.167,0.104
2019-02-06 10:15:00,0.180,0.113
2019-02-06 10:30:00,0.197,0.123
2019-02-06 10:45:00,0.213,0.133
2019-02-06 11:00:00,0.217,0.135
2019-02-06 11:15:00,0.220,0.138
2019-02-06 11:30:00,0.223,0.140
2019-02-06 11:45:00,0.233,0.146
2019-02-06 12:00:00,0.247,0.154
2019-02-06 12:15:00,0.247,0.154
2019-02-06 12:30:00,0.247,0.154
2019-02-06 12:45:00,0.227,0.142
2019-02-06 13:00:00,0.143,0.090
2019-02-06 13:15:00,0.013,0.008
2019-02-06 13:30:00,0.013,0.008
2019-02-06 13:45:00,0.013,0.008
2019-02-06 14:00:00,0.007,0.004
2019-02-06 14:15:00,0.007,0.004
2019-02-06 14:30:00,0.007,0.004
2019-02-06 14:45:00,0.007,0.004
2019-02-06 15:00:00,0.007,0.004
2019-02-06 15:15:00,0.007,0.004
2019-02-06 15:30:00,0.007,0.004
2019-02-06 15:45:00,0.007,0.004
2019-02-06 16:00:00,0.007,0.004
2019-02-06 16:15:00,0.007,0.004
2019-02-06 16:30:00,0.007,0.004
2019-02-06 16:45:00,0.000,0.000
2019-02-06 17:00:00,0.000,0.000
2019-02-06 17:15:00,0.000,0.000
2019-02-06 17:30:00,0.000,0.000
2019-02-06 17:45:00,0.000,0.000
2019-02-06 18:00:00,0.000,0.000
2019-02-06 18:15:00,0.000,0.000
2019-02-06 18:30:00,0.000,0.000
2019-02-06 18:45:00,0.000,0.000
2019-02-06 19:00:00,0.000,0.000
2019-02-06 19:15:00,0.000,0.000
2019-02-06 19:30:00,0.000,0.000
2019-02-06 19:45:00,0.000,0.000
2019-02-06 20:00:00,0.000,0.000
2019-02-06 20:15:00,0.000,0.000
2019-02-06 20:30:00,0.000,0.000
2019-02-06 20:45:00,0.000,0.000
2019-02-06 21:00:00,0.000,0.000
2019-02-06 21:15:00,0.000,0.000
2019-02-06 21:30:00,0.000,0.000
2019-02-06 21:45:00,0.000,0.000
2019-02-06 22:00:00,0.000,0.000
2019-02-06 22:15:00,0.000,0.000
2019-02-06 22:30:00,0.000,0.000
2019-02-06 22:45:00,0.000,0.000
2019-02-06 23:00:00,0.000,0.000
2019-02-06 23:15:00,0.000,0.000
2019-02-06 23:30:00,0.000,0.000
2019-02-06 23:45:00,0.000,0.000
2019-02-07 00:00:00,0.000,0.000
2019-02-07 00:15:00,0.000,0.000
2019-02-07 00:30:00,0.000,0.000
2019-02-07 00:45:00,0.000,0.000
2019-02-07 01:00:00,0.000,0.000
2019-02-07 01:15:00,0.000,0.000
2019-02-07 01:30:00,0.000,0.000
2019-02-07 01:45:00,0.000,0.000
2019-02-07 02:00:00,0.000,0.000
2019-02-07 02:15:00,0.000,0.000
2019-02-07 02:30:00,0.000,0.000
2019-02-07 02:45:00,0.000,0.000
2019-02-07 03:00:00,0.000,0.000
2019-02-07 03:15:00,0.000,0.000
2019-02-07 03:30:00,0.000,0.000
2019-02-07 03:45:00,0.000,0.000
2019-02-07 04:00:00,0.000,0.000
2019-02-07 04:15:00,0.000,0.000
2019-02-07 04:30:00,0.000,0.000
2019-02-07 04:45:00,0.000,0.000
2019-02-07 05:00:00,0.000,0.000
2019-02-07 05:15:00,0.000,0.000
2019-02-07 05:30:00,0.000,0.000
2019-02-07 05:45:00,0.000,0.000
2019-02-07 06:00:00,0.000,0.000
2019-02-07 06:15:00,0.000,0.000
2019-02-07 06:30:00,0.000,0.000
2019-02-07 06:45:00,0.000,0.000
2019-02-07 07:00:00,0.000,0.000
2019-02-07 07:15:00,0.000,0.000
2019-02-07 07:30:00,0.000,0.000
2019-02-07 07:45:00,0.000,0.000
2019-02-07 08:00:00,0.000,0.000
2019-02-07 08:15:00,0.000,0.000
2019-02-07 08:30:00,0.010,0.006
2019-02-07 08:45:00,0.013,0.008
2019-02-07 09:00:00,0.030,0.019
2019-02-07 09:15:00,0.073,0.046
2019-02-07 09:30:00,0.137,0.085
2019-02-07 09:45:00,0.140,0.088
2019-02-07 10:00:00,0.133,0.083
2019-02-07 10:15:00,0.173,0.108
2019-02-07 10:30:00,0.200,0.125
2019-02-07 10:45:00,0.200,0.125
2019-02-07 11:00:00,0.210,0.131
2019-02-07 11:15:00,0.227,0.142
2019-02-07 11:30:00,0.233,0.146
2019-02-07 11:45:00,0.240,0.150
2019-02-07 12:00:00,0.240,0.150
2019-02-07 12:15:00,0.240,0.150
2019-02-07 12:30:00,0.240,0.150
2019-02-07 12:45:00,0.240,0.150
2019-02-07 13:00:00,0.183,0.115
2019-02-07 13:15:00,0.013,0.008
2019-02-07 13:30:00,0.013,0.008
2019-02-07 13:45:00,0.013,0.008
2019-02-07 14:00:00,0.010,0.006
2019-02-07 14:15:00,0.007,0.004
2019-02-07 14:30:00,0.007,0.004
2019-02-07 14:45:00,0.007,0.004
2019-02-07 15:00:00,0.010,0.006
2019-02-07 15:15:00,0.013,0.008
2019-02-07 15:30:00,0.013,0.008
2019-02-07 15:45:00,0.007,0.004
2019-02-07 16:00:00,0.007,0.004
2019-02-07 16:15:00,0.007,0.004
2019-02-07 16:30:00,0.003,0.002
2019-02-07 16:45:00,0.000,0.000
2019-02-07 17:00:00,0.000,0.000
2019-02-07 17:15:00,0.000,0.000
2019-02-07 17:30:00,0.000,0.000
2019-02-07 17:45:00,0.000,0.000
2019-02-07 18:00:00,0.000,0.000
2019-02-07 18:15:00,0.000,0.000
2019-02-07 18:30:00,0.000,0.000
2019-02-07 18:45:00,0.000,0.000
2019-02-07 19:00:00,0.000,0.000
2019-02-07 19:15:00,0.000,0.000
2019-02-07 19:30:00,0.000,0.000
2019-02-07 19:45:00,0.000,0.000
2019-02-07 20:00:00,0.000,0.000
2019-02-07 20:15:00,0.000,0.000
2019-02-07 20:30:00,0.000,0.000
2019-02-07 20:45:00,0.000,0.000
2019-02-07 21:00:00,0.000,0.000
2019-02-07 21:15:00,0.000,0.000
2019-02-07 21:30:00,0.000,0.000
2019-02-07 21:45:00,0.000,0.000
2019-02-07 22:00:00,0.000,0.000
